price,brand,model,year,title_status,mileage,color,vin,lot,state,full_model
4500,chevrolet,door,2015,clean vehicle,83279,gray,  1g1pc5sb0f7185936,167773417,pennsylvania,chevrolet door
27705,ford,f-150,2019,clean vehicle,16600,silver,  1ftew1e41kfb69644,167763453,michigan,ford f-150
8000,chevrolet,door,2015,clean vehicle,107971,gray,  1gnkrgkd8fj279098,167773421,pennsylvania,chevrolet door
25511,ford,f-150,2019,clean vehicle,17801,silver,  1ftfw1e43kfb97031,167763454,michigan,ford f-150
7700,chevrolet,colorado,2015,clean vehicle,94150,white,  1gchsaea7f1213972,167773422,pennsylvania,chevrolet colorado
29900,ford,f-150,2019,clean vehicle,17159,silver,  1ftfw1e53kfc33535,167763457,michigan,ford f-150
7200,chevrolet,van,2015,clean vehicle,80711,white,  3n63m0yn5fk720622,167773430,pennsylvania,chevrolet van
27502,ford,f-150,2019,clean vehicle,17983,red,  1ftew1e55kfb69820,167763461,michigan,ford f-150
4500,chevrolet,door,2013,clean vehicle,119981,white,  1gcncpex7dz328593,167773658,pennsylvania,chevrolet door
27402,ford,f-150,2019,clean vehicle,17851,white,  1ftfw1e52kfb51151,167763463,michigan,ford f-150
1500,chevrolet,sonic,2013,clean vehicle,66079,black,  1g1jg6sb3d4251006,167773667,pennsylvania,chevrolet sonic
26602,ford,f-150,2019,clean vehicle,18174,white,  1ftew1e42kfb37902,167763464,michigan,ford f-150
10200,chevrolet,sonic,2019,clean vehicle,7654,black,  1g1jf5sb0k4122201,167774385,illinois,chevrolet sonic
29900,ford,f-150,2019,clean vehicle,18759,black,  1ftfw1e58kfb69878,167763465,michigan,ford f-150
14000,chevrolet,colorado,2019,clean vehicle,11564,white,  1gchsbea7k1232845,167774390,illinois,chevrolet colorado
28500,ford,f-150,2019,clean vehicle,18901,silver,  1ftew1e50kfb51192,167763509,michigan,ford f-150
8000,chevrolet,door,2016,clean vehicle,86541,black,  2g1115s37g9109571,167774914,florida,chevrolet door
29809,ford,f-150,2019,clean vehicle,21157,silver,  1ftfw1e51kfb70029,167763511,michigan,ford f-150
36900,chevrolet,corvette,2015,clean vehicle,29937,black,  1g1yj2d7xf5106236,167775622,florida,chevrolet corvette
26902,ford,f-150,2019,clean vehicle,23964,white,  1ftew1e48kfb37905,167763512,michigan,ford f-150
10950,chevrolet,door,2015,clean vehicle,58504,red,  2gnalbek5f1140499,167775712,florida,chevrolet door
27402,ford,f-150,2019,clean vehicle,20154,white,  1ftew1e59kfb37727,167763513,michigan,ford f-150
16900,acura,mdx,2014,clean vehicle,63500,silver,  5fryd3h20eb002546,167775829,florida,acura mdx
25600,ford,f-150,2019,clean vehicle,23294,silver,  1ftew1ep1kfb50960,167763515,michigan,ford f-150
29700,bmw,series,2016,clean vehicle,24293,no_color,  wba7f2c58gge12300,167775994,texas,bmw series
27702,ford,f-150,2019,clean vehicle,20343,red,  1ftew1e47kfb69647,167763518,michigan,ford f-150
13500,buick,encore,2016,clean vehicle,19655,red,  kl4cjbsb4gb700424,167775995,texas,buick encore
27102,ford,f-150,2019,clean vehicle,19100,white,  1ftew1e53kfb37982,167763523,michigan,ford f-150
27102,ford,f-150,2019,clean vehicle,20014,white,  1ftew1e54kfa00453,167763525,michigan,ford f-150
25811,ford,f-150,2019,clean vehicle,21774,black,  1ftew1e59kfb37887,167763526,michigan,ford f-150
26602,ford,f-150,2019,clean vehicle,21201,white,  1ftew1e59kfb69755,167763528,michigan,ford f-150
27102,ford,f-150,2019,clean vehicle,21766,white,  1ftew1e49kfb96784,167763533,michigan,ford f-150
37500,buick,enclave,2019,clean vehicle,12406,gray,  5gaevbkw8kj293388,167778617,wisconsin,buick enclave
26211,ford,flex,2019,clean vehicle,17977,blue,  2fmhk6dt1kba21554,167763603,michigan,ford flex
24205,ford,flex,2019,clean vehicle,22805,silver,  2fmhk6d80kba19788,167763604,michigan,ford flex
37500,cadillac,xt5,2019,clean vehicle,16013,black,  1gyknfrs3kz252626,167778629,wisconsin,cadillac xt5
27111,ford,flex,2019,clean vehicle,14382,black,  2fmhk6dt2kba21630,167763606,michigan,ford flex
27411,ford,flex,2019,clean vehicle,9660,black,  2fmhk6dt1kba21571,167763607,michigan,ford flex
27302,ford,flex,2019,clean vehicle,18969,black,  2fmhk6dt2kba19683,167763608,michigan,ford flex
27202,ford,f-150,2019,clean vehicle,24730,gray,  1ftew1ep2kfb70022,167763609,michigan,ford f-150
26311,ford,flex,2019,clean vehicle,15847,red,  2fmhk6dt5kba19693,167763612,michigan,ford flex
26602,ford,f-150,2019,clean vehicle,25009,white,  1ftew1e55kfb51169,167763613,michigan,ford f-150
33500,bmw,series,2017,clean vehicle,22115,blue,  wbaja7c31hg905802,167779266,wisconsin,bmw series
27511,ford,flex,2019,clean vehicle,11836,white,  2fmhk6dt7kba19548,167763616,michigan,ford flex
21500,buick,door,2017,clean vehicle,23765,red,  1g4zp5ss5hu137398,167779269,wisconsin,buick door
27200,ford,f-150,2019,clean vehicle,25508,silver,  1ftfw1e40kfb69655,167763620,michigan,ford f-150
26511,ford,flex,2019,clean vehicle,18196,red,  2fmhk6dt9kba19695,167763622,michigan,ford flex
24002,ford,flex,2019,clean vehicle,16106,gray,  2fmhk6c81kba19848,167763726,michigan,ford flex
21500,buick,door,2017,clean vehicle,14907,silver,  1g4zp5ss6hu125437,167779273,wisconsin,buick door
18511,ford,fusion,2019,clean vehicle,12735,gray,  3fa6p0ru0kr211641,167763730,michigan,ford fusion
14000,kia,sorento,2017,clean vehicle,53424,black,  5xypgda51hg221253,167119104,connecticut,kia sorento
29000,buick,door,2017,clean vehicle,17940,green,  5gakvckd5hj216221,167779277,illinois,buick door
23402,ford,flex,2019,clean vehicle,17417,gray,  2fmhk6c88kba19846,167763734,michigan,ford flex
13300,kia,door,2017,clean vehicle,37125,no_color,  5xypgda39hg262132,167119105,connecticut,kia door
19700,bmw,x3,2017,clean vehicle,61428,black,  5uxwx9c51h0t09021,167779278,wisconsin,bmw x3
23211,ford,flex,2019,clean vehicle,17025,black,  2fmhk6c85kba19710,167763742,michigan,ford flex
15500,kia,sorento,2017,clean vehicle,37668,red,  5xypgda59hg292944,167119106,connecticut,kia sorento
18111,ford,fusion,2019,clean vehicle,15805,black,  3fa6p0ruxkr244131,167763743,michigan,ford fusion
21500,kia,sorento,2017,clean vehicle,43761,gray,  5xypkda50hg299327,167119107,connecticut,kia sorento
25511,ford,mustang,2019,clean vehicle,11342,gray,  1fatp8uh4k5177265,167763745,michigan,ford mustang
17700,chevrolet,equinox,2017,clean vehicle,35664,blue,  2gnaldek2h1500410,167779284,wisconsin,chevrolet equinox
28000,chevrolet,cutaway,2017,clean vehicle,12780,white,  1gb3gtcgxh1118909,167779684,illinois,chevrolet cutaway
14000,chevrolet,door,2017,clean vehicle,38458,blue,  1g1ze5st9hf229260,167779685,wisconsin,chevrolet door
21700,chevrolet,door,2017,clean vehicle,34420,silver,  1gnkvgkd4hj314704,167779686,wisconsin,chevrolet door
13500,chevrolet,door,2017,clean vehicle,46497,white,  1g1ze5stxhf257679,167779687,wisconsin,chevrolet door
35500,chevrolet,1500,2017,clean vehicle,21268,no_color,  3gcuksec0hg271643,167779691,wisconsin,chevrolet 1500
29500,chevrolet,1500,2017,clean vehicle,31029,red,  3gcukrec7hg170656,167779692,wisconsin,chevrolet 1500
25300,chevrolet,1500,2017,clean vehicle,40878,no_color,  1gcvkrec8hz169908,167779698,wisconsin,chevrolet 1500
21500,chevrolet,1500,2016,clean vehicle,20270,silver,  3gcuknec9gg224336,167780069,new jersey,chevrolet 1500
25900,chevrolet,door,2016,clean vehicle,32984,blue,  1gcvkrec8gz393856,167780133,wisconsin,chevrolet door
35300,chevrolet,door,2016,clean vehicle,75506,black,  1gnskckc9gr424401,167780134,wisconsin,chevrolet door
13500,chevrolet,door,2016,clean vehicle,39951,red,  1g1bg5sm5g7250863,167780135,wisconsin,chevrolet door
62000,chevrolet,corvette,2016,clean vehicle,19403,white,  1g1yt2d6xg5612796,167780136,illinois,chevrolet corvette
46000,chevrolet,corvette,2016,clean vehicle,4445,black,  1g1yj2d70g5122320,167780138,illinois,chevrolet corvette
9000,chevrolet,malibu,2016,clean vehicle,67527,gray,  1g1zj5su8gf337274,167780142,wisconsin,chevrolet malibu
25900,chevrolet,door,2016,clean vehicle,33588,white,  1gcvkrec7gz392164,167780143,wisconsin,chevrolet door
25800,chevrolet,door,2016,clean vehicle,10103,no_color,  1gcvkpec7gz283370,167780146,wisconsin,chevrolet door
17000,chevrolet,door,2016,clean vehicle,26474,gray,  2gnaldek7g6323080,167780152,wisconsin,chevrolet door
12800,chevrolet,door,2016,clean vehicle,40253,white,  1g1ze5st5gf315602,167780153,wisconsin,chevrolet door
47400,chevrolet,3500,2016,clean vehicle,39624,red,  1gc4k0c84gf121926,167780154,wisconsin,chevrolet 3500
24400,chevrolet,door,2016,clean vehicle,48705,gray,  1gnkvjkd3gj171692,167780194,wisconsin,chevrolet door
17100,chevrolet,trax,2016,clean vehicle,19659,white,  kl7cjrsb9gb542870,167780202,wisconsin,chevrolet trax
7400,chevrolet,door,2015,clean vehicle,91299,no_color,  1g11c5sl8ff311156,167780454,wisconsin,chevrolet door
33100,chevrolet,door,2015,clean vehicle,81614,gold,  1gnskckc5fr181703,167780467,wisconsin,chevrolet door
22000,chevrolet,trax,2020,clean vehicle,179,gray,  3gncjksbxll181398,167781406,california,chevrolet trax
35000,chevrolet,1500,2019,clean vehicle,5523,no_color,  3gcpwaef0kg291601,167781597,california,chevrolet 1500
16500,chevrolet,equinox,2019,clean vehicle,29841,silver,  2gnaxkev6k6186886,167781598,california,chevrolet equinox
35300,chevrolet,1500,2019,clean vehicle,8516,silver,  1gcuwded5kz124282,167781608,california,chevrolet 1500
26900,chevrolet,traverse,2018,clean vehicle,42941,black,  1gnevhkw8jj148388,167781794,missouri,chevrolet traverse
11600,chevrolet,trax,2017,clean vehicle,27498,black,  3gncjksb6hl148082,167782868,california,chevrolet trax
28100,chevrolet,1500,2017,clean vehicle,31141,silver,  1gcpcrec9hf242498,167782874,california,chevrolet 1500
27700,chevrolet,1500,2017,clean vehicle,20784,white,  1gcvkrec1hz135955,167782875,california,chevrolet 1500
17700,chevrolet,passenger,2017,clean vehicle,52667,white,  1gazgpfg0h1169059,167782876,california,chevrolet passenger
16600,chevrolet,volt,2017,clean vehicle,26003,no_color,  1g1rc6s56hu177143,167782989,california,chevrolet volt
63200,chevrolet,corvette,2016,clean vehicle,4266,red,  1g1ys2d6xg5609979,167783470,california,chevrolet corvette
36800,chevrolet,door,2015,clean vehicle,32332,white,  1gc1kweg8ff170135,167783952,california,chevrolet door
19500,chevrolet,passenger,2018,clean vehicle,44333,white,  1gazgpfg7j1254194,167786867,texas,chevrolet passenger
38800,chevrolet,tahoe,2019,clean vehicle,36198,blue,  1gnskbkc0kr335691,167787086,oklahoma,chevrolet tahoe
37500,chevrolet,tahoe,2019,clean vehicle,33331,silver,  1gnskbkc1kr164515,167787087,oklahoma,chevrolet tahoe
35000,chevrolet,suburban,2019,clean vehicle,43082,gray,  1gnskhkcxkr306962,167787091,oklahoma,chevrolet suburban
31100,chevrolet,camaro,2019,clean vehicle,24561,gray,  1g1fh1r7xk0140397,167787092,oklahoma,chevrolet camaro
22600,chevrolet,van,2019,clean vehicle,13485,white,  1gcwgafgxk1242467,167787096,oklahoma,chevrolet van
22400,chevrolet,van,2019,clean vehicle,15524,white,  1gcwgafg5k1221297,167787099,oklahoma,chevrolet van
22700,chevrolet,van,2019,clean vehicle,8996,white,  1gcwgafg9k1240337,167787101,oklahoma,chevrolet van
13700,chevrolet,malibu,2019,clean vehicle,47282,silver,  1g1zd5st4kf126371,167787112,oklahoma,chevrolet malibu
37100,chevrolet,suburban,2019,clean vehicle,34470,black,  1gnskhkcxkr288236,167787113,oklahoma,chevrolet suburban
18500,chevrolet,colorado,2018,clean vehicle,87264,green,  1gcgtcen5j1157983,167787277,oregon,chevrolet colorado
18300,chevrolet,2500,2017,clean vehicle,114344,white,  1gc2kveg3hz159933,167787341,oregon,chevrolet 2500
19000,chevrolet,2500,2017,clean vehicle,111635,white,  1gc2kveg1hz262672,167787345,oregon,chevrolet 2500
18500,chevrolet,1500,2017,clean vehicle,103955,white,  3gcukrec0hg249327,167787357,oregon,chevrolet 1500
22500,chevrolet,door,2016,clean vehicle,66640,white,  3gcukrec5gg277008,167787423,oregon,chevrolet door
14500,chevrolet,door,2014,clean vehicle,122018,white,  3gcukrec6eg373324,167787612,oregon,chevrolet door
32800,chevrolet,tahoe,2018,clean vehicle,46915,gray,  1gnskbkc9jr370082,167787953,oklahoma,chevrolet tahoe
12300,chevrolet,malibu,2018,clean vehicle,53599,black,  1g1zd5stxjf140841,167787955,oklahoma,chevrolet malibu
19600,chevrolet,1500,2018,clean vehicle,41672,gray,  1gcvkreh7jz295386,167787956,oklahoma,chevrolet 1500
13600,chevrolet,malibu,2018,clean vehicle,36047,white,  1g1zd5st5jf249837,167787964,oklahoma,chevrolet malibu
7200,chevrolet,spark,2018,clean vehicle,42561,red,  kl8cb6sa3jc459211,167787965,oklahoma,chevrolet spark
19900,chevrolet,1500,2018,clean vehicle,40345,white,  1gcvkreh3jz272445,167787966,oklahoma,chevrolet 1500
13000,chevrolet,malibu,2018,clean vehicle,41751,gray,  1g1zd5st8jf242655,167787968,oklahoma,chevrolet malibu
19700,chevrolet,door,2016,clean vehicle,27593,white,  1gcvkrec0gz118434,167788074,oklahoma,chevrolet door
9400,chevrolet,door,2017,clean vehicle,24009,blue,  1g1be5sm4h7275597,167788079,oklahoma,chevrolet door
23800,chevrolet,1500,2017,clean vehicle,85697,white,  3gcukrecxhg319917,167788094,oklahoma,chevrolet 1500
17700,chevrolet,equinox,2019,clean vehicle,25223,white,  3gnaxuev8ks588177,167788101,new york,chevrolet equinox
17000,chevrolet,door,2015,clean vehicle,27927,white,  2g1ff1e3xf9185411,167788243,oklahoma,chevrolet door
14000,chevrolet,door,2014,clean vehicle,135127,red,  3gcpcreh4eg204053,167789010,florida,chevrolet door
32100,chevrolet,2500,2018,clean vehicle,55532,white,  1gc1kvey2jf198038,167789500,pennsylvania,chevrolet 2500
33100,chevrolet,2500,2019,clean vehicle,72172,white,  1gc1ksey8kf114255,167789506,pennsylvania,chevrolet 2500
31600,chevrolet,2500,2018,clean vehicle,57751,white,  1gc1kvey3jf197819,167789507,pennsylvania,chevrolet 2500
5100,chevrolet,door,2013,clean vehicle,96314,gray,  3gnal3ek3ds630172,167789808,pennsylvania,chevrolet door
4100,chevrolet,door,2013,clean vehicle,89152,blue,  1g1pa5sgxd7225194,167789821,pennsylvania,chevrolet door
7200,chevrolet,door,2014,clean vehicle,114660,silver,  2gnflfek5e6237636,167790442,texas,chevrolet door
12800,chevrolet,1500,2014,clean vehicle,177322,white,  3gcuksej4eg356687,167790463,texas,chevrolet 1500
46800,chevrolet,1500,2019,clean vehicle,36423,gray,  1gcuyhel9kz240206,167790796,nebraska,chevrolet 1500
21800,chevrolet,van,2019,clean vehicle,23759,white,  1gcwgafg7k1222516,167790802,missouri,chevrolet van
3000,chevrolet,door,2013,clean vehicle,120667,gray,  1g1jc6sh6d4127084,167790930,texas,chevrolet door
22500,chevrolet,colorado,2017,clean vehicle,65344,red,  1gcgtcen1h1148658,167791423,indiana,chevrolet colorado
35300,chevrolet,suburban,2018,clean vehicle,51347,black,  1gnskhkc5jr243896,167791881,missouri,chevrolet suburban
16500,chevrolet,volt,2017,clean vehicle,52322,black,  1g1rd6s59hu201853,167792181,oklahoma,chevrolet volt
33000,chevrolet,door,2017,clean vehicle,67620,black,  1gnskbkc6hr132085,167792186,missouri,chevrolet door
31500,chevrolet,1500,2017,clean vehicle,59965,black,  3gcuktec6hg222226,167792192,missouri,chevrolet 1500
34500,chevrolet,1500,2017,clean vehicle,28739,silver,  3gcuksec3hg222744,167792196,missouri,chevrolet 1500
8000,chevrolet,trax,2016,clean vehicle,77429,silver,  kl7cjpsb3gb750120,167792654,west virginia,chevrolet trax
25000,chevrolet,1500,2017,clean vehicle,20847,white,  3gcukrec6hg356561,167792660,west virginia,chevrolet 1500
10700,chevrolet,trax,2016,clean vehicle,44280,red,  3gncjnsb1gl264970,167792666,west virginia,chevrolet trax
13400,chevrolet,door,2016,clean vehicle,86031,silver,  2g1145s39g9185641,167792677,west virginia,chevrolet door
16500,chevrolet,equinox,2019,clean vehicle,7622,gold,  2gnaxhev8k6108774,167792678,west virginia,chevrolet equinox
34000,chevrolet,traverse,2019,clean vehicle,8067,white,  1gnevhkw9kj129253,167792679,west virginia,chevrolet traverse
14100,chevrolet,trax,2018,clean vehicle,16502,white,  kl7cjpsbxjb710284,167792685,west virginia,chevrolet trax
38600,chevrolet,1500,2019,clean vehicle,20681,black,  1gcuyged0kz114660,167792700,west virginia,chevrolet 1500
9100,chevrolet,door,2016,clean vehicle,54655,blue,  1g1pe5sb4g7168780,167792789,missouri,chevrolet door
8600,chevrolet,door,2016,clean vehicle,57825,blue,  1g1pe5sb1g7193233,167792796,missouri,chevrolet door
22000,chevrolet,door,2016,clean vehicle,58856,white,  3gcpcrec6gg235750,167792906,oklahoma,chevrolet door
8900,chevrolet,colorado,2015,clean vehicle,85072,white,  1gchsaea3f1218425,167793027,west virginia,chevrolet colorado
15500,chevrolet,door,2015,clean vehicle,79506,red,  1gcrcpehxfz272176,167793029,west virginia,chevrolet door
3300,chevrolet,door,2015,clean vehicle,85301,silver,  1g1pg5sbxf7249436,167793038,west virginia,chevrolet door
29000,chevrolet,1500,2015,clean vehicle,69377,brown,  3gcuksej3fg195122,167793216,missouri,chevrolet 1500
17300,chevrolet,equinox,2020,clean vehicle,15577,black,  3gnaxkev2ll125886,167796069,nevada,chevrolet equinox
30500,chevrolet,traverse,2020,clean vehicle,23470,silver,  1gnerhkw7lj115518,167796080,nevada,chevrolet traverse
25000,chevrolet,impala,2020,clean vehicle,18715,silver,  1g1105s31lu100901,167796081,nevada,chevrolet impala
2800,chevrolet,cruze,2012,clean vehicle,61258,white,  1g1pl5sc7c7367895,167723306,illinois,chevrolet cruze
3300,chevrolet,door,2012,clean vehicle,131791,no_color,  1gnkvjedxcj172991,167723310,illinois,chevrolet door
36400,chevrolet,suburban,2019,clean vehicle,35705,silver,  1gnskhkcxkr139079,167796192,nevada,chevrolet suburban
34800,chevrolet,suburban,2019,clean vehicle,48982,silver,  1gnskhkc2kr158368,167796193,nevada,chevrolet suburban
20700,chevrolet,ld,2019,clean vehicle,33745,white,  2gcrcpec4k1155751,167796194,nevada,chevrolet ld
32200,chevrolet,suburban,2019,clean vehicle,42267,silver,  1gnschkc9kr204131,167796196,nevada,chevrolet suburban
35300,chevrolet,tahoe,2019,clean vehicle,46863,black,  1gnskbkc9kr143993,167796197,nevada,chevrolet tahoe
33500,chevrolet,suburban,2019,clean vehicle,36443,white,  1gnschkc2kr124931,167796200,nevada,chevrolet suburban
13700,chevrolet,impala,2019,clean vehicle,14939,blue,  2g11z5s30k9137729,167796203,nevada,chevrolet impala
15900,chevrolet,malibu,2019,clean vehicle,22026,black,  1g1zd5st0kf187281,167796205,nevada,chevrolet malibu
33200,chevrolet,suburban,2019,clean vehicle,38278,black,  1gnschkc9kr201844,167796206,nevada,chevrolet suburban
35500,chevrolet,suburban,2019,clean vehicle,46149,silver,  1gnskhkc1kr203879,167796209,nevada,chevrolet suburban
29800,chevrolet,suburban,2018,clean vehicle,48427,silver,  1gnschkc6jr106222,167798080,nevada,chevrolet suburban
29800,chevrolet,suburban,2018,clean vehicle,48807,gray,  1gnschkc1jr387653,167798092,nevada,chevrolet suburban
29500,chevrolet,suburban,2018,clean vehicle,52618,silver,  1gnschkc1jr235923,167798097,nevada,chevrolet suburban
30300,chevrolet,suburban,2018,clean vehicle,46494,white,  1gnschkc5jr280816,167798100,nevada,chevrolet suburban
24300,chevrolet,1500,2018,clean vehicle,56296,black,  3gcukreh2jg284677,167798290,new york,chevrolet 1500
29800,chevrolet,suburban,2017,clean vehicle,33909,silver,  1gnschkc4hr206149,167798808,nevada,chevrolet suburban
29800,chevrolet,suburban,2017,clean vehicle,33028,white,  1gnschkc3hr133923,167798818,nevada,chevrolet suburban
27500,chevrolet,camaro,2016,clean vehicle,44653,white,  1g1fh1r79g0149647,167799194,nevada,chevrolet camaro
10800,chevrolet,door,2017,clean vehicle,80516,gray,  2gnfleek2h6351253,167799346,new jersey,chevrolet door
11500,chevrolet,van,2017,clean vehicle,105151,white,  1gcwgaff8h1120366,167799354,new jersey,chevrolet van
10400,chevrolet,van,2017,clean vehicle,78368,white,  3n63m0yn6hk696088,167799356,new jersey,chevrolet van
11400,chevrolet,equinox,2018,clean vehicle,78956,white,  2gnaxsevxj6292207,167799451,florida,chevrolet equinox
11400,chevrolet,equinox,2018,clean vehicle,88564,white,  2gnaxsev1j6218321,167799460,florida,chevrolet equinox
8000,chevrolet,door,2015,clean vehicle,78800,white,  1g11b5sl5ff135735,167799518,nevada,chevrolet door
3000,chevrolet,door,2012,clean vehicle,111856,white,  1gccsbf92c8121126,167733652,california,chevrolet door
25000,chevrolet,door,2015,clean vehicle,80946,black,  3gcuksec6fg382971,167799527,nevada,chevrolet door
12300,chevrolet,traverse,2017,clean vehicle,83168,gray,  1gnkrfed3hj217603,167799559,new york,chevrolet traverse
14100,chevrolet,traverse,2017,clean vehicle,58606,white,  1gnkrfed7hj307708,167799560,new york,chevrolet traverse
9000,chevrolet,van,2014,clean vehicle,82020,white,  1gcsgafx9e1173192,167799763,nevada,chevrolet van
4200,chevrolet,door,2014,clean vehicle,102500,black,  1g1p75sz3e7332279,167799775,nevada,chevrolet door
22500,chevrolet,van,2019,clean vehicle,8150,white,  1gcwgafg5k1229335,167799922,texas,chevrolet van
22600,chevrolet,van,2019,clean vehicle,6159,white,  1gcwgafg1k1229638,167799926,texas,chevrolet van
22600,chevrolet,van,2019,clean vehicle,5938,white,  1gcwgafg2k1222357,167799930,texas,chevrolet van
22500,chevrolet,van,2019,clean vehicle,9019,white,  1gcwgafg3k1232427,167799936,texas,chevrolet van
10200,chevrolet,malibu,2018,clean vehicle,45836,white,  1g1zd5stxjf175198,167800168,texas,chevrolet malibu
42700,chevrolet,3500,2016,clean vehicle,60215,white,  1gc4k1e88gf118806,167800375,texas,chevrolet 3500
21200,chevrolet,tahoe,2015,clean vehicle,125507,white,  1gnscckc9fr715640,167800438,texas,chevrolet tahoe
22700,chevrolet,door,2016,clean vehicle,90944,white,  1gnscbkc6gr432916,167800443,texas,chevrolet door
22000,chevrolet,tahoe,2015,clean vehicle,82785,gray,  1gnscakc0fr161697,167800450,texas,chevrolet tahoe
9600,chevrolet,1500,2014,clean vehicle,150525,white,  3gcpcpeh2eg231868,167800600,texas,chevrolet 1500
10500,chevrolet,door,2013,clean vehicle,112267,silver,  1gcrcrea5dz179299,167800641,texas,chevrolet door
6700,chevrolet,door,2013,clean vehicle,139394,white,  1gb3czcg3df161404,167800646,texas,chevrolet door
14200,chevrolet,door,2013,clean vehicle,82543,black,  3gcpcse09dg282246,167800650,texas,chevrolet door
15500,chevrolet,equinox,2019,clean vehicle,13532,white,  2gnaxkev1k6296972,167801090,florida,chevrolet equinox
35100,chevrolet,1500,2018,clean vehicle,14751,blue,  3gcukrec2jg216609,167801202,kansas,chevrolet 1500
26300,chevrolet,camaro,2018,clean vehicle,11150,gray,  1g1fb1rx5j0103693,167801223,kansas,chevrolet camaro
15700,chevrolet,colorado,2016,clean vehicle,91248,white,  1gcgtce36g1387412,167801228,new jersey,chevrolet colorado
17600,chevrolet,1500,2016,clean vehicle,65336,white,  1gcvkneh3gz336629,167801344,new jersey,chevrolet 1500
18600,chevrolet,1500,2016,clean vehicle,48974,white,  1gcvkneh7gz158854,167801351,new jersey,chevrolet 1500
19100,chevrolet,1500,2016,clean vehicle,40011,white,  1gcvkneh1gz235878,167801359,new jersey,chevrolet 1500
15200,chevrolet,equinox,2019,clean vehicle,37444,black,  2gnaxkev2k6183550,167801831,north carolina,chevrolet equinox
16100,chevrolet,equinox,2019,clean vehicle,43199,white,  2gnaxuev0k6196714,167801832,north carolina,chevrolet equinox
14800,chevrolet,equinox,2019,clean vehicle,43589,charcoal,  2gnaxkevxk6199639,167801834,north carolina,chevrolet equinox
16700,chevrolet,equinox,2019,clean vehicle,32870,charcoal,  2gnaxuev8k6190062,167801835,north carolina,chevrolet equinox
15300,chevrolet,equinox,2019,clean vehicle,38826,charcoal,  2gnaxkev7k6197637,167801836,north carolina,chevrolet equinox
16500,chevrolet,equinox,2019,clean vehicle,33739,charcoal,  2gnaxuev3k6169765,167801838,north carolina,chevrolet equinox
19600,chevrolet,passenger,2019,clean vehicle,35309,white,  1gazgpfgxk1197071,167801927,north carolina,chevrolet passenger
15200,chevrolet,impala,2019,clean vehicle,32248,red,  1g11z5sa4ku113760,167801930,north carolina,chevrolet impala
15000,chevrolet,impala,2019,clean vehicle,36165,silver,  1g11z5sa7ku117222,167801932,north carolina,chevrolet impala
15500,chevrolet,impala,2019,clean vehicle,29922,charcoal,  2g11z5saxk9120208,167801934,north carolina,chevrolet impala
15700,chevrolet,impala,2019,clean vehicle,26848,silver,  2g11z5sa5k9140950,167801935,north carolina,chevrolet impala
14800,chevrolet,impala,2019,clean vehicle,41163,charcoal,  2g11z5sa8k9139310,167801936,north carolina,chevrolet impala
9200,chevrolet,cruze,2017,clean vehicle,32856,red,  3g1be6sm0hs561566,167802090,north carolina,chevrolet cruze
8200,chevrolet,impala,2017,clean vehicle,100315,black,  1g1105sa9hu160835,167802211,north carolina,chevrolet impala
11400,chevrolet,door,2013,clean vehicle,91638,silver,  1gc2kvcg8dz256073,167803268,new jersey,chevrolet door
6500,chevrolet,door,2015,clean vehicle,83173,white,  1g11c5sl0ff208474,167803692,north carolina,chevrolet door
11500,chevrolet,door,2014,clean vehicle,94356,gray,  1gnkvgkd3ej113338,167803935,north carolina,chevrolet door
23800,chevrolet,door,2015,clean vehicle,85792,black,  1gnscbkc0fr109217,167804275,florida,chevrolet door
8900,chevrolet,door,2014,clean vehicle,129068,white,  1gnkrgkd3ej285342,167804714,florida,chevrolet door
28300,chevrolet,ld,2019,clean vehicle,27665,red,  2gcvkpec1k1124569,167805479,indiana,chevrolet ld
27300,chevrolet,ld,2019,clean vehicle,25427,black,  2gcvkpec4k1105269,167805483,indiana,chevrolet ld
3500,chevrolet,door,2013,clean vehicle,78198,gray,  1g11c5saxdf350889,167617243,new jersey,chevrolet door
28300,chevrolet,colorado,2020,clean vehicle,13886,silver,  1gcgtcen7l1101496,167805497,indiana,chevrolet colorado
18300,chevrolet,impala,2019,clean vehicle,34538,silver,  2g11z5s37k9134455,167805500,indiana,chevrolet impala
22500,dodge,charger,2018,clean vehicle,20575,silver,  2c3cdxjg1jh292507,167766487,wisconsin,dodge charger
22500,dodge,charger,2018,clean vehicle,26026,gray,  2c3cdxjg4jh292503,167766491,wisconsin,dodge charger
8300,dodge,door,2012,clean vehicle,99015,gray,  1c6rd7ft0cs326533,167766587,wisconsin,dodge door
16500,dodge,caravan,2019,clean vehicle,27327,gray,  2c4rdgeg4kr682965,167766650,nebraska,dodge caravan
14500,dodge,journey,2019,clean vehicle,30229,silver,  3c4pdcgg9kt700676,167766667,nebraska,dodge journey
30000,dodge,charger,2019,clean vehicle,43294,white,  2c3cdxjg2kh630921,167766742,ontario,dodge charger
30000,dodge,charger,2019,clean vehicle,54309,orange,  2c3cdxjg0kh682158,167766743,ontario,dodge charger
30000,dodge,charger,2019,clean vehicle,52822,white,  2c3cdxjg2kh658962,167766751,ontario,dodge charger
30000,dodge,charger,2019,clean vehicle,45554,white,  2c3cdxjg1kh630912,167766757,ontario,dodge charger
